id,Composer,Symphony,Date,Year,Orchestra,City,Note
5815,Joseph Haydn,Symphony No. 96 (Miracle),24/01/1869,1869,Orchestre des Concerts Pasdeloup,Paris,« 1re aud. » ; a néanmoins été déjà interprétée le 25 octobre 1863
5816,Ludwig van Beethoven,Symphony No. 4,24/01/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5817,Wolfgang Amadeus Mozart,Symphony in D major,31/01/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5818,Ludwig van Beethoven,Symphony No. 9,31/01/1869,1869,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
5819,Joseph Haydn,Symphony No. 90 in C,07/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5820,Felix Mendelssohn,Symphony No. 4 (Italian),07/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5821,Ludwig van Beethoven,Symphony No. 2,14/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5822,Ludwig van Beethoven,Symphony No. 7,21/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5823,Georges Bizet,Symphony in C (Roma),28/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,"« 1re aud. » ; Fragments: « Souvenir de Rome (fantaisie symphonique). 1, Une chasse dans la forêt d’Ostie ; 2, Une procession ; 3, Carnaval à Rome. »"
5824,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),28/02/1869,1869,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor - movement 2 of the first section (Sinfonia)
5825,Robert Schumann,Symphony No. 3 (Rhenish),07/03/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5826,Ludwig van Beethoven,Symphony No. 6 (Pastoral),14/03/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5827,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),14/03/1869,1869,Orchestre des Concerts Pasdeloup,Paris,"2, 1. Roméo seul - Tristesse - Bruits lointains de concert et de bal - Grande fête chez Capulet"
5828,Ludwig van Beethoven,Symphony No. 5,21/03/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5829,Ludwig van Beethoven,Symphony No. 3 (Eroica),26/03/1869,1869,Orchestre des Concerts Pasdeloup,Paris,2. Marche funèbre Adagio assai
5830,Alfred Holmès,Symphony,04/04/1869,1869,Orchestre des Concerts Pasdeloup,Paris,« Fragment d’une symphonie inédite »
5831,Felix Mendelssohn,Symphony No. 3 (Scottish),04/04/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5832,Ludwig van Beethoven,Symphony No. 5,17/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5833,Robert Schumann,Symphony No. 4,24/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5834,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),24/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor - movement 2 of the first section (Sinfonia)
5835,Joseph Haydn,Symphony No. 102 in B-flat ,24/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5836,Wolfgang Amadeus Mozart,Symphony No. 34 in C,31/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5837,Ludwig van Beethoven,Symphony No. 7,31/10/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5838,Felix Mendelssohn,Symphony No. 3 (Scottish),07/11/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5839,Ludwig van Beethoven,Symphony No. 3 (Eroica),14/11/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5840,Ludwig van Beethoven,Symphony No. 1,21/11/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5841,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,28/11/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5842,Ludwig van Beethoven,Symphony No. 6 (Pastoral),05/12/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5843,Ludwig van Beethoven,Symphony No. 7,12/12/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5844,Robert Schumann,Symphony No. 1 (Spring),19/12/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5845,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),26/12/1869,1869,Orchestre des Concerts Pasdeloup,Paris,Just the Adagio religioso in G major - movement 3 of the first section (Sinfonia)
5846,Ludwig van Beethoven,Symphony No. 5,26/12/1869,1869,Orchestre des Concerts Pasdeloup,Paris,
5847,Ludwig van Beethoven,Symphony No. 6 (Pastoral),02/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5848,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,09/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5849,Ludwig van Beethoven,Symphony No. 2,16/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5850,Joseph Haydn,Symphony No. 94 (Surprise),16/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5851,Wolfgang Amadeus Mozart,Symphony in D major,23/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5852,Felix Mendelssohn,Symphony No. 5 (Reformation),23/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5853,Joseph Haydn,Symphony No. 100 (Military),30/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5854,Anton Rubinstein,Symphony No. 2 (Ocean),30/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,2. Adagio non tanto
5855,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),30/01/1870,1870,Orchestre des Concerts Pasdeloup,Paris,"Fragments: 4. III, Le jardin de Capulet silencieux et désert, Scène d’amour ; IV, La reine Mab ou la fée des songes (scherzo) ; II, Tristesse, Grande Fête chez Capulet ; selon le Fonds Adolphe Jullien, « 1re aud. » pour « IV, La reine Mab ou la fée des songes (scherzo) » mais cette information ne figure pas sur l’affiche-programme"
5856,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),06/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5857,Franz Schubert,Symphony,06/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Fragment
5858,Ludwig van Beethoven,Symphony No. 7,13/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5859,Ludwig van Beethoven,Symphony No. 9,20/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
5860,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),20/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor - movement 2 of the first section (Sinfonia)
5861,Felix Mendelssohn,Symphony No. 4 (Italian),27/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5862,Ludwig van Beethoven,Symphony No. 4,27/02/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5863,Niels Gade,Symphony No. 4,06/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5864,Ludwig van Beethoven,Symphony No. 6 (Pastoral),06/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5865,Joseph Haydn,Symphony No. 99 in E-flat,13/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5866,Ludwig van Beethoven,Symphony No. 5,13/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5867,Ludwig van Beethoven,Symphony No. 1,20/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5868,Felix Mendelssohn,Symphony No. 3 (Scottish),20/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5869,Wolfgang Amadeus Mozart,Symphony in E-flat major,27/03/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5870,Ludwig van Beethoven,Symphony No. 7,15/04/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Andante
5871,Ludwig van Beethoven,Symphony No. 5,23/10/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5872,Ludwig van Beethoven,Symphony No. 6 (Pastoral),30/10/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5873,Felix Mendelssohn,Symphony No. 5 (Reformation),06/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5874,Ludwig van Beethoven,Symphony No. 7,13/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5875,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),13/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor - movement 2 of the first section (Sinfonia)
5876,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,20/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5877,Felix Mendelssohn,Symphony No. 3 (Scottish),27/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,
5878,Joseph Haydn,Symphony in G,27/11/1870,1870,Orchestre des Concerts Pasdeloup,Paris,Finale
5879,Ludwig van Beethoven,Symphony No. 5,12/02/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5880,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),19/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor - movement 2 of the first section (Sinfonia)
5881,Ludwig van Beethoven,Symphony No. 5,19/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,2. Andante con moto; 3. Allegro (scherzo); 4. Finale Allegro
5882,Ludwig van Beethoven,Symphony No. 1,23/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,2. Andante cantabile con moto; 3. Menuetto; 4. Adagio-Allegro molto e vivace
5883,Camille Saint-Saëns,Symphony No. 1,23/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,"2. Marche-Scherzo, Allegretto scherzando"
5884,Ludwig van Beethoven,Symphony No. 6 (Pastoral),28/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5885,Anton Rubinstein,Symphony No. 2 (Ocean),28/06/1871,1871,Orchestre des Concerts Pasdeloup,Paris,1. Allegro maestoso
5886,Victorin de Joncières,Symphony,02/07/1871,1871,Orchestre des Concerts Pasdeloup,Paris,Andante; « 1re aud. »
5887,Felix Mendelssohn,Symphony No. 3 (Scottish),05/07/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5888,Georges Bizet,Symphony in C (Roma),05/07/1871,1871,Orchestre des Concerts Pasdeloup,Paris,1. Andante tranquillo - Allegro agitato; 2. Allegretto vivace
5889,Joseph Haydn,Symphony No. 44 (Trauer),22/10/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5890,Ludwig van Beethoven,Symphony No. 5,22/10/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5891,Édouard Millault,Symphony in A minor,29/10/1871,1871,Orchestre des Concerts Pasdeloup,Paris,« 1re aud. » ; « second grand prix de Rome (1830). »
5892,Robert Schumann,Symphony No. 1 (Spring),05/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5893,Ludwig van Beethoven,Symphony No. 6 (Pastoral),05/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5894,Wolfgang Amadeus Mozart,Symphony in E-flat major,12/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5895,Ludwig van Beethoven,Symphony No. 3 (Eroica),19/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5896,Anton Rubinstein,Symphony No. 2 (Ocean),19/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,1. Allegro maestoso
5897,Felix Mendelssohn,Symphony No. 3 (Scottish),26/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5898,Ludwig van Beethoven,Symphony No. 1,26/11/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5899,Joseph Haydn,Symphony No. 85 (La Reine),03/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5900,Ludwig van Beethoven,Symphony No. 7,03/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5901,Robert Schumann,Symphony No. 4,10/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5902,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,10/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5903,Joseph Haydn,Symphony No. 100 (Military),17/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5904,Franz Schubert,Symphony,17/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,"Fragment, « 2e aud. »"
5905,Ludwig van Beethoven,Symphony No. 8,24/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5906,Ludwig van Beethoven,Symphony No. 6 (Pastoral),31/12/1871,1871,Orchestre des Concerts Pasdeloup,Paris,
5907,Ludwig van Beethoven,Symphony No. 5,07/01/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5908,Joseph Haydn,Symphony No. 102 in B-flat ,14/01/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5909,Felix Mendelssohn,Symphony No. 5 (Reformation),21/01/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5910,Ludwig van Beethoven,Symphony No. 9,28/01/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
5911,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),28/01/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor
5912,Wolfgang Amadeus Mozart,Symphony No. 34 in C,04/02/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5913,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/02/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5914,Camille Saint-Saëns,Symphony No. 1 in E-flat,18/02/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5915,Ludwig van Beethoven,Symphony No. 4,25/02/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5916,Ludwig van Beethoven,Symphony No. 1,03/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5917,Anton Rubinstein,Symphony No. 2 (Ocean),03/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,2. Adagio non tanto
5918,Ludwig van Beethoven,Symphony No. 1,05/03/1872,1872,Orchestre des Concerts Pasdeloup,Rouen,"« Concert populaire de musique classique donné au profit de la souscription pour la libération du territoire, sous la direction de M. Pasdeloup »"
5919,Ludwig van Beethoven,Symphony No. 7,10/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5920,Ludwig van Beethoven,Symphony No. 2,17/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5921,Felix Mendelssohn,Symphony No. 4 (Italian),24/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5922,Ludwig van Beethoven,Symphony No. 6 (Pastoral),29/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5923,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),29/03/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor
5924,Théodore Gouvy,Symphony No. 1 in E-flat,07/04/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5925,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),25/04/1872,1872,Orchestre des Concerts Pasdeloup,Rouen,2. Allegretto un poco agitato (from Sinfonia)
5926,Joseph Haydn,Symphony,25/04/1872,1872,Orchestre des Concerts Pasdeloup,Rouen,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5927,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),26/04/1872,1872,Orchestre des Concerts Pasdeloup,Le Havre,2. Allegretto un poco agitato (from Sinfonia)
5928,Joseph Haydn,Symphony,26/04/1872,1872,Orchestre des Concerts Pasdeloup,Le Havre,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5929,Ludwig van Beethoven,Symphony No. 6 (Pastoral),27/04/1872,1872,Orchestre des Concerts Pasdeloup,Le Havre,
5930,Joseph Haydn,Symphony,10/05/1872,1872,Orchestre des Concerts Pasdeloup,Nantes,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5931,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),11/05/1872,1872,Orchestre des Concerts Pasdeloup,Angers,2. Allegretto un poco agitato (from Sinfonia)
5932,Ludwig van Beethoven,Symphony No. 6 (Pastoral),11/05/1872,1872,Orchestre des Concerts Pasdeloup,Angers,
5933,Joseph Haydn,Symphony,11/05/1872,1872,Orchestre des Concerts Pasdeloup,Angers,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5934,Ludwig van Beethoven,Symphony No. 6 (Pastoral),12/05/1872,1872,Orchestre des Concerts Pasdeloup,Nantes,
5935,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),13/05/1872,1872,Orchestre des Concerts Pasdeloup,Tours,2. Allegretto un poco agitato (from Sinfonia)
5936,Joseph Haydn,Symphony,13/05/1872,1872,Orchestre des Concerts Pasdeloup,Tours,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5937,Joseph Haydn,Symphony No. 104 (London),20/10/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5938,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),27/10/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Just the Allegretto un poco agitato in G minor
5939,Ludwig van Beethoven,Symphony No. 5,27/10/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5940,Felix Mendelssohn,Symphony No. 5 (Reformation),03/11/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5941,Robert Schumann,Symphony No. 3 (Rhenish),10/11/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5942,Joseph Haydn,Symphony,12/11/1872,1872,Orchestre des Concerts Pasdeloup,Reims,"Il s’agit probablement de : Symphonie n°88 en sol maj., Largo et Finale"
5943,Ludwig van Beethoven,Symphony No. 8,17/11/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5944,Franz Schubert,Symphony,17/11/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Fragment
5945,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,24/11/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5946,Joseph Haydn,Symphony No. 99 in E-flat,01/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5947,Ludwig van Beethoven,Symphony No. 6 (Pastoral),08/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5948,Ludwig van Beethoven,Symphony No. 3 (Eroica),15/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5949,Camille Saint-Saëns,Symphony No. 1,15/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,"2. Marche-Scherzo, Allegretto scherzando"
5950,Felix Mendelssohn,Symphony No. 3 (Scottish),22/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5951,Ludwig van Beethoven,Symphony No. 1 ,22/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,Symphonie n°5 op. 67 en ut min. selon l’annonce publiée dans Le Ménestrel
5952,Joseph Haydn,Symphony No. 85 (La Reine),29/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5953,Ludwig van Beethoven,Symphony No. 7,29/12/1872,1872,Orchestre des Concerts Pasdeloup,Paris,
5954,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,05/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5955,Ludwig van Beethoven,Symphony No. 2,12/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5956,Joseph Haydn,Symphony No. 101,12/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,2. Andante
5957,Robert Schumann,Symphony No. 1 (Spring),12/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5958,Anton Rubinstein,Symphony No. 2 (Ocean),19/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,3. Allegro (« 1er morceau. »)
5959,Ludwig van Beethoven,Symphony No. 5,26/01/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5960,Franz Schubert,Symphony in C ,02/02/1873,1873,Orchestre des Concerts Pasdeloup,Paris,Either No. 6 (Little) or No. 9 (Great)
5961,Théodore Gouvy,Symphony No. 2 in F,09/02/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5962,Ludwig van Beethoven,Symphony No. 6 (Pastoral),09/02/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5963,Wolfgang Amadeus Mozart,Symphony No. 34 in C,16/02/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5964,Hector Berlioz,Symphonie Fantastique,23/02/1873,1873,Orchestre des Concerts Pasdeloup,Paris,Movements 1-4
5965,Felix Mendelssohn,Symphony No. 4 (Italian),02/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5966,Ludwig van Beethoven,Symphony No. 3 (Eroica),09/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5967,Joseph Haydn,Symphony No. 102 in B-flat ,16/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5968,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),16/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,"II, Roméo seul, Tristesse, Grande fête chez les Capulets"
5969,Ludwig van Beethoven,Symphony No. 2,23/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5970,Charles Gounod,Symphony No. 2,23/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,2. Larghetto non troppo
5971,Felix Mendelssohn,Symphony No. 5 (Reformation),30/03/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5972,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),11/04/1873,1873,Orchestre des Concerts Pasdeloup,Paris,1. Sinfonia 1. Maestoso con moto - Allegro; 2. Allegretto un poco agitato
5973,Robert Schumann,Symphony No. 4,19/10/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5974,Ludwig van Beethoven,Symphony No. 5,19/10/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5975,Wolfgang Amadeus Mozart,Symphony in D major,26/10/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5976,Joachim Raff,Symphony No. 3 (Im Walde),26/10/1873,1873,Orchestre des Concerts Pasdeloup,Paris,Part 2B Tanz der Dryaden (« 1re aud. »)
5977,Hector Berlioz,Roméo et Juliette (Symphonie Dramatique),26/10/1873,1873,Orchestre des Concerts Pasdeloup,Paris,2. 1. Roméo seul - Tristesse - Bruits lointains de concert et de bal - Grande fête chez Capulet
5978,Ludwig van Beethoven,Symphony No. 3 (Eroica),02/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5979,Hector Berlioz,Symphonie Fantastique,02/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,4. Marche au supplice
5980,Ludwig van Beethoven,Symphony No. 6 (Pastoral),09/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5981,Joachim Raff,Symphony No. 3 (Im Walde),16/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,« 1re aud. » ; « La danse des dryades a été exécutée pour la 1re fois au concert du 26 octobre 1873. »
5982,Ludwig van Beethoven,Symphony No. 1,16/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5983,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),23/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,2. Allegretto un poco agitato (from opening Sinfonia)
5984,Ludwig van Beethoven,Symphony No. 2,23/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5985,Joseph Haydn,Symphony No. 90 in C,30/11/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5986,Niels Gade,Symphony No. 4 in B-flat,07/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5987,Théodore Gouvy,Symphonie brève in G,07/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5988,Joseph Haydn,Symphony No. 97 in C,14/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5989,Anton Rubinstein,Symphony No. 2 (Ocean),14/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,2. Adagio non tanto
5990,Ludwig van Beethoven,Symphony No. 7,14/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5991,Joachim Raff,Symphony No. 3 (Im Walde),14/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,Part 3 
5992,Felix Mendelssohn,Symphony No. 3 (Scottish),21/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5993,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,21/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5994,Ludwig van Beethoven,Symphony No. 6 (Pastoral),28/12/1873,1873,Orchestre des Concerts Pasdeloup,Paris,
5995,Felix Mendelssohn,Symphony No. 5 (Reformation),04/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
5996,Ludwig van Beethoven,Symphony No. 8,04/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
5997,Robert Schumann,Symphony No. 1 (Spring),11/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
5998,Joseph Haydn,Symphony No. 88 in G,11/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
5999,Wolfgang Amadeus Mozart,Symphony No. 39 in E-flat,18/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6000,Ludwig van Beethoven,Symphony No. 5,25/01/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6001,Ludwig van Beethoven,Symphony No. 4,01/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6002,Felix Mendelssohn,Symphony No. 4 (Italian),08/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6003,Joseph Haydn,Symphony No. 92 (Oxford),15/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6004,Victorin de Joncières,Symphonie romantique,15/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,2. Andante sostenuto
6005,Wolfgang Amadeus Mozart,Symphony No. 41 (Jupiter),22/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6006,Joseph Haydn,Symphony No. 53 (L'Impériale),22/02/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6007,Ludwig van Beethoven,Symphony No. 7,01/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6008,Ludwig van Beethoven,Symphony No. 9,08/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris,Just the orchestral movements
6009,Clémence de Grandval,Esquisses symphoniques,08/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris, « 1re aud. »
6010,Robert Schumann,Symphony No. 2,15/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris, « 1re aud. »
6011,Ludwig van Beethoven,Symphony No. 6 (Pastoral),15/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6012,Ludwig van Beethoven,Symphony No. 1,22/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6013,Joseph Haydn,Symphony No. 100 (Military),29/03/1874,1874,Orchestre des Concerts Pasdeloup,Paris,
6014,Ludwig van Beethoven,Symphony No. 9,03/04/1874,1874,Orchestre des Concerts Pasdeloup,Paris,2. Molto vivace; 3. Adagio molto e cantabile; 4. Allegro assai
6015,Felix Mendelssohn,Symphony No. 2 (Lobgesang Symphony-Cantata),03/04/1874,1874,Orchestre des Concerts Pasdeloup,Paris,3. Adagio religioso (from opening Sinfonia)
6016,Ludwig van Beethoven,Symphony No. 6 (Pastoral),17/05/1874,1874,Orchestre des Concerts Pasdeloup,Caen,
6017,Joseph Haydn,Symphony No. 53,17/05/1874,1874,Orchestre des Concerts Pasdeloup,Caen,2. Andante
