id,Composer,Symphony,Date,Year,Orchestra,City,Note
4505,Felix Mendelssohn,Symphony No. 3 in A minor (Scottish),22/01/1865,1865,Société des Concerts du Conservatoire,Paris,
4506,Ludwig van Beethoven,Symphony No. 4 in B flat major,05/02/1865,1865,Société des Concerts du Conservatoire,Paris,
4507,Ludwig van Beethoven,Symphony No. 1 in C major,19/02/1865,1865,Société des Concerts du Conservatoire,Paris,
4508,Joseph Haydn,Symphony in B flat,19/02/1865,1865,Société des Concerts du Conservatoire,Paris,
4509,Ludwig van Beethoven,Symphony No. 9 (Choral),05/03/1865,1865,Société des Concerts du Conservatoire,Paris,
4510,Joseph Haydn,Unknown,05/03/1865,1865,Société des Concerts du Conservatoire,Paris,Andante only
4511,Wolfgang Amadeus Mozart,Symphony in D,19/03/1865,1865,Société des Concerts du Conservatoire,Paris,
4512,Ludwig van Beethoven,Symphony No. 6 (Pastoral),02/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4513,Ludwig van Beethoven,Symphony No. 5 in C minor,14/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4514,Joseph Haydn,Symphony in G major,14/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4515,Ludwig van Beethoven,Symphony No. 7 in A,16/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4516,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,16/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4517,Felix Mendelssohn,Symphony No. 3 in A minor (Scottish),23/04/1865,1865,Société des Concerts du Conservatoire,Paris,
4518,Ludwig van Beethoven,Symphony No. 5 in C minor,16/05/1865,1865,Société des Concerts du Conservatoire,Paris,
4519,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,16/05/1865,1865,Société des Concerts du Conservatoire,Paris,
4520,Ludwig van Beethoven,Symphony No. 7 in A,07/01/1866,1866,Société des Concerts du Conservatoire,Paris,
4521,Ludwig van Beethoven,Symphony No. 1 in C major,14/01/1866,1866,Société des Concerts du Conservatoire,Paris,
4522,Felix Mendelssohn,Unknown,28/01/1866,1866,Société des Concerts du Conservatoire,Paris,Symphony in F minor?
4523,Joseph Haydn,Unknown,28/01/1866,1866,Société des Concerts du Conservatoire,Paris,
4524,Ludwig van Beethoven,Symphony No. 5 in C minor,11/02/1866,1866,Société des Concerts du Conservatoire,Paris,
4525,Ludwig van Beethoven,Symphony No. 5 in C minor,18/02/1866,1866,Société des Concerts du Conservatoire,Paris,
4526,Felix Mendelssohn,Symphony No. 4 in A major (Italian),25/02/1866,1866,Société des Concerts du Conservatoire,Paris,
4527,Ludwig van Beethoven,Symphony No. 8 in F,11/03/1866,1866,Société des Concerts du Conservatoire,Paris,
4528,Ludwig van Beethoven,Symphony No. 6 (Pastoral),25/03/1866,1866,Société des Concerts du Conservatoire,Paris,
4529,Ludwig van Beethoven,Symphony No. 3 (Eroica),30/03/1866,1866,Société des Concerts du Conservatoire,Paris,
4530,Ludwig van Beethoven,Symphony No. 3 (Eroica),01/04/1866,1866,Société des Concerts du Conservatoire,Paris,
4531,Felix Mendelssohn,Symphony No. 4 in A major (Italian),08/04/1866,1866,Société des Concerts du Conservatoire,Paris,
4532,Joseph Haydn,Unknown,15/04/1866,1866,Société des Concerts du Conservatoire,Paris,
4533,Ludwig van Beethoven,Symphony No. 6 (Pastoral),22/04/1866,1866,Société des Concerts du Conservatoire,Paris,
4534,Ludwig van Beethoven,Symphony No. 6 (Pastoral),05/06/1866,1866,Société des Concerts du Conservatoire,Paris,
4535,Ludwig van Beethoven,Symphony No. 4 in B flat major,16/12/1866,1866,Société des Concerts du Conservatoire,Paris,
4536,Joseph Haydn,Symphony in G major,16/12/1866,1866,Société des Concerts du Conservatoire,Paris,
4537,Ludwig van Beethoven,Symphony No. 4 in B flat major,23/12/1866,1866,Société des Concerts du Conservatoire,Paris,
4538,Joseph Haydn,Symphony in G major,23/12/1866,1866,Société des Concerts du Conservatoire,Paris,
4539,Ludwig van Beethoven,Symphony No. 2 in D,06/01/1867,1867,Société des Concerts du Conservatoire,Paris,
4540,Ludwig van Beethoven,Symphony No. 2 in D,13/01/1867,1867,Société des Concerts du Conservatoire,Paris,
4541,Ludwig van Beethoven,Symphony No. 1 in C major,27/01/1867,1867,Société des Concerts du Conservatoire,Paris,
4542,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,17/02/1867,1867,Société des Concerts du Conservatoire,Paris,
4543,Ludwig van Beethoven,Symphony No. 7 in A,17/02/1867,1867,Société des Concerts du Conservatoire,Paris,
4544,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,24/02/1867,1867,Société des Concerts du Conservatoire,Paris,
4545,Ludwig van Beethoven,Symphony No. 7 in A,24/02/1867,1867,Société des Concerts du Conservatoire,Paris,
4546,Ludwig van Beethoven,Symphony No. 1 in C major,09/03/1867,1867,Société des Concerts du Conservatoire,Paris,
4547,Ludwig van Beethoven,Symphony No. 6 (Pastoral),10/03/1867,1867,Société des Concerts du Conservatoire,Paris,
4548,Ludwig van Beethoven,Symphony No. 6 (Pastoral),17/03/1867,1867,Société des Concerts du Conservatoire,Paris,
4549,Felix Mendelssohn,Symphony No. 3 in A minor (Scottish),31/03/1867,1867,Société des Concerts du Conservatoire,Paris,
4550,Felix Mendelssohn,Symphony No. 3 in A minor (Scottish),07/04/1867,1867,Société des Concerts du Conservatoire,Paris,
4551,Ludwig van Beethoven,Symphony No. 5 in C minor,19/04/1867,1867,Société des Concerts du Conservatoire,Paris,
4552,Joseph Haydn,Symphony No. 85 in B flat major (La Reine),19/04/1867,1867,Société des Concerts du Conservatoire,Paris,
4553,Ludwig van Beethoven,Symphony No. 5 in C minor,21/04/1867,1867,Société des Concerts du Conservatoire,Paris,
4554,Joseph Haydn,Symphony No. 85 in B flat major (La Reine),21/04/1867,1867,Société des Concerts du Conservatoire,Paris,
4555,Ludwig van Beethoven,Symphony No. 7 in A,02/06/1867,1867,Société des Concerts du Conservatoire,Paris,
4556,Ludwig van Beethoven,Symphony No. 5 in C minor,16/06/1867,1867,Société des Concerts du Conservatoire,Paris,
4557,Robert Schumann,Symphony No. 1 in B flat,15/12/1867,1867,Société des Concerts du Conservatoire,Paris,
4558,Robert Schumann,Symphony No. 1 in B flat,22/12/1867,1867,Société des Concerts du Conservatoire,Paris,
4559,Ludwig van Beethoven,Symphony No. 7 in A,05/01/1868,1868,Société des Concerts du Conservatoire,Paris,
4560,Ludwig van Beethoven,Symphony No. 7 in A,12/01/1868,1868,Société des Concerts du Conservatoire,Paris,
4561,Ludwig van Beethoven,Symphony No. 9 (Choral),26/01/1868,1868,Société des Concerts du Conservatoire,Paris,
4562,Joseph Haydn,Unknown,26/01/1868,1868,Société des Concerts du Conservatoire,Paris,Andante only
4563,Ludwig van Beethoven,Symphony No. 9 (Choral),02/02/1868,1868,Société des Concerts du Conservatoire,Paris,
4564,Joseph Haydn,Unknown,02/02/1868,1868,Société des Concerts du Conservatoire,Paris,
4565,Joseph Haydn,Symphony No. 100 (Military),16/02/1868,1868,Société des Concerts du Conservatoire,Paris,
4566,Ludwig van Beethoven,Symphony No. 8 in F,23/02/1868,1868,Société des Concerts du Conservatoire,Paris,
4567,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,08/03/1868,1868,Société des Concerts du Conservatoire,Paris,
4568,Wolfgang Amadeus Mozart,Symphony No. 40 in G minor,15/03/1868,1868,Société des Concerts du Conservatoire,Paris,
4569,Felix Mendelssohn,Symphony No. 4 in A major (Italian),29/03/1868,1868,Société des Concerts du Conservatoire,Paris,
4570,Felix Mendelssohn,Symphony No. 4 in A major (Italian),05/04/1868,1868,Société des Concerts du Conservatoire,Paris,
4571,Ludwig van Beethoven,Symphony No. 3 (Eroica),10/04/1868,1868,Société des Concerts du Conservatoire,Paris,
4572,Ludwig van Beethoven,Symphony No. 3 (Eroica),12/04/1868,1868,Société des Concerts du Conservatoire,Paris,
4573,Théodore Gouvy,Symphony in F,13/12/1868,1868,Société des Concerts du Conservatoire,Paris,
4574,Ludwig van Beethoven,Symphony No. 1 in C major,20/12/1868,1868,Société des Concerts du Conservatoire,Paris,
4575,Ludwig van Beethoven,Symphony No. 5 in C minor,03/01/1869,1869,Société des Concerts du Conservatoire,Paris,
4576,Joseph Haydn,Symphony in G major,03/01/1869,1869,Société des Concerts du Conservatoire,Paris,
4577,Ludwig van Beethoven,Symphony No. 5 in C minor,10/01/1869,1869,Société des Concerts du Conservatoire,Paris,
4578,Joseph Haydn,Symphony in G major,10/01/1869,1869,Société des Concerts du Conservatoire,Paris,
4579,Felix Mendelssohn,Symphony No. 3 in A minor (Scottish),24/01/1869,1869,Société des Concerts du Conservatoire,Paris,
4580,Wolfgang Amadeus Mozart,Symphony in E flat Major,24/01/1869,1869,Société des Concerts du Conservatoire,Paris,
